Date,OpeningOutstanding,FreshExposure,ExposureLiquidated,ClosingOutstanding,NetGrowth
2025-08-04,9202163.1,519000.42,574229.12,9146934.41,-55228.70000000001
2025-08-05,9141655.77,541675.58,506750.2,9176581.15,34925.37999999995
2025-08-06,9169862.76,527259.01,531437.78,9165683.99,-4178.770000000019
2025-08-07,9159391.26,506481.62,541771.74,9124101.14,-35290.119999999995
2025-08-08,9119195.74,573594.65,502212.2,9190578.2,71382.45000000001
