Symbol,Name,QtyFinanced,AmtFinanced,Date
ELECON,ELECON ENG. CO. LTD,1319336.0,7718.12,2025-08-05
ELECTCAST,ELECTROSTEEL CASTINGS LTD,7198302.0,8371.49,2025-08-05
ELECTHERM,ELECTROTHERM (I) LTD.,1964.0,21.77,2025-08-05
ELGIEQUIP,ELGI EQUIPMENTS LTD,633650.0,3250.12,2025-08-05
ELIN,ELIN ELECTRONICS LIMITED,8192.0,15.27,2025-08-05
ELLEN,ELLENBARRIE INDUS GASES L,13130.0,71.96,2025-08-05
EMAMILTD,EMAMI LIMITED,486093.0,2869.95,2025-08-05
EMAMIPAP,EMAMI PAPER MILLS LIMITED,18398.0,18.2,2025-08-05
EMBDL,EMBASSY DEVELOPMENTS LTD,32713298.0,38071.99,2025-08-05
EMCURE,EMCURE PHARMACEUTICALS L,128563.0,1596.02,2025-08-05
EMIL,ELECTRONICS MART IND LTD,2644090.0,3645.81,2025-08-05
EMKAY,EMKAY GLOBAL FIN SERV LTD,1635.0,4.2,2025-08-05
EMMBI,EMMBI INDUSTRIES LIMITED,1301.0,1.66,2025-08-05
EMSLIMITED,EMS LIMITED,1055884.0,6449.68,2025-08-05
EMUDHRA,EMUDHRA LIMITED,100172.0,747.45,2025-08-05
EMULTIMQ,EDELAMC - EMULTIMQ,53492.0,19.6,2025-08-05
ENDURANCE,ENDURANCE TECHNO. LTD.,106970.0,2549.45,2025-08-05
ENGINERSIN,ENGINEERS INDIA LTD,9462589.0,19041.43,2025-08-05
ENIL,ENTERTAIN NET. IND. LTD.,44198.0,71.09,2025-08-05
ENRIN,SIEMENS ENERGY INDIA LTD,50639.0,1620.76,2025-08-05
ENTERO,ENTERO HEALTHCARE SOLU L,137194.0,1525.55,2025-08-05
EPACK,EPACK DURABLE LIMITED,1119456.0,4044.03,2025-08-05
EPIGRAL,EPIGRAL LIMITED,160450.0,2632.19,2025-08-05
EPL,EPL LIMITED,1665163.0,3650.46,2025-08-05
EQUAL50ADD,DSPAMC - DSPNEWETF,21294.0,66.56,2025-08-05
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,11795343.0,7389.93,2025-08-05
ERIS,ERIS LIFESCIENCES LIMITED,79051.0,1238.78,2025-08-05
ESABINDIA,ESAB INDIA LTD,5396.0,290.87,2025-08-05
ESAFSFB,ESAF SMALL FINANCE BANK L,1803162.0,617.66,2025-08-05
ESCORTS,ESCORTS KUBOTA LIMITED,172142.0,5616.55,2025-08-05
ESG,MIRAEAMC - MAESGETF,28101.0,11.39,2025-08-05
ESILVER,EDELAMC - ESILVER,22522.0,18.37,2025-08-05
ESSENTIA,INTEGRA ESSENTIA LIMITED,76593.0,1.9,2025-08-05
ESTER,ESTER INDUSTRIES LTD,352657.0,415.93,2025-08-05
ETERNAL,ETERNAL LIMITED,9704750.0,23518.06,2025-08-05
ETHOSLTD,ETHOS LIMITED,32029.0,821.64,2025-08-05
EUREKAFORB,EUREKA FORBES LIMITED,108214.0,626.17,2025-08-05
EVEREADY,EVEREADY INDS. IND.  LTD.,936292.0,3546.49,2025-08-05
EVERESTIND,EVEREST INDUSTRIES LTD,14.0,0.19,2025-08-05
EVIETF,ICICIPRAMC - EVIETF,17396.0,4.34,2025-08-05
EVINDIA,MIRAEAMC - EVINDIA,297581.0,72.45,2025-08-05
EXCELINDUS,EXCEL INDUSTRIES LTD,33966.0,226.88,2025-08-05
EXICOM,EXICOM TELE SYSTEMS LTD,489684.0,773.22,2025-08-05
EXIDEIND,EXIDE INDUSTRIES LTD,6680822.0,26985.93,2025-08-05
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,41258.0,476.93,2025-08-05
EXXARO,EXXARO TILES LIMITED,72069.0,4.61,2025-08-05
FACT,FACT LTD,690556.0,6128.56,2025-08-05
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,27706.0,244.2,2025-08-05
FAZE3Q,FAZE THREE LIMITED,11229.0,66.67,2025-08-05
FCL,FINEOTEX CHEMICAL LIMITED,738781.0,1911.79,2025-08-05
FCSSOFT,FCS SOFTWARE SOLN. LTD.,132122.0,4.9,2025-08-05
FDC,FDC LIMITED,390622.0,1826.25,2025-08-05
FEDERALBNK,FEDERAL BANK LTD,4457782.0,8441.71,2025-08-05
FEDFINA,FEDBANK FINANCIAL SER L,2243945.0,2516.8,2025-08-05
FIBERWEB,FIBERWEB INDIA LIMITED,3200.0,1.54,2025-08-05
FIEMIND,FIEM INDUSTRIES LIMITED,55006.0,872.23,2025-08-05
FILATEX,FILATEX INDIA LTD,2630785.0,1221.75,2025-08-05
FILATFASH,FILATEX FASHIONS LIMITED,165989.0,1.18,2025-08-05
FINCABLES,FINOLEX CABLES LTD,844050.0,7849.79,2025-08-05
FINEORG,FINE ORGANIC IND. LTD.,25383.0,1182.49,2025-08-05
FINIETF,ICICIPRAMC-ICICIFIN,673704.0,175.48,2025-08-05
FINOPB,FINO PAYMENTS BANK LTD,1157905.0,3139.54,2025-08-05
FINPIPE,FINOLEX INDUSTRIES LTD,2749345.0,5756.74,2025-08-05
FIRSTCRY,BRAINBEES SOLUTIONS LTD,1565916.0,5385.65,2025-08-05
FISCHER,FISCHER MEDICAL VENTURE L,1000.0,9.74,2025-08-05
FIVESTAR,FIVE-STAR BUS FIN LTD,973967.0,6163.55,2025-08-05
FLAIR,FLAIR WRITING INDUST LTD,320089.0,1042.65,2025-08-05
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,368443.0,13013.68,2025-08-05
FMCGIETF,ICICIPRAMC - ICICIFMCG,2043481.0,1152.29,2025-08-05
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,126904.0,649.64,2025-08-05
FOODSIN,FOODS & INNS LIMITED,14650.0,16.45,2025-08-05
FORCEMOT,FORCE MOTORS LIMITED,69792.0,10047.08,2025-08-05
FORTIS,FORTIS HEALTHCARE LTD,456359.0,2795.18,2025-08-05
FOSECOIND,FOSECO INDIA LTD,2696.0,136.43,2025-08-05
FSL,FIRSTSOURCE SOLU. LTD.,2165181.0,7180.01,2025-08-05
FUSION,FUSION FINANCE LIMITED,1593746.0,3757.68,2025-08-05
GABRIEL,GABRIEL INDIA LTD,290639.0,2494.33,2025-08-05
GAEL,GUJARAT AMBUJA EXPORTS LT,1885834.0,2051.93,2025-08-05
GAIL,GAIL (INDIA) LTD,17286306.0,30055.7,2025-08-05
GALAPREC,GALA PRECISION ENG LTD,47814.0,415.77,2025-08-05
GALAXYSURF,GALAXY SURFACTANTS LTD,26752.0,627.78,2025-08-05
GALLANTT,GALLANTT ISPAT LIMITED,82064.0,520.69,2025-08-05
GANDHAR,GANDHAR OIL REFINE IND L,724879.0,1245.1,2025-08-05
GANDHITUBE,GANDHI SPL. TUBES LTD,12302.0,92.72,2025-08-05
GANECOS,GANESHA ECOSPHERE LIMITED,111672.0,1599.99,2025-08-05
GANESHBE,GANESH BENZOPLAST LIMITED,381017.0,451.59,2025-08-05
GANESHHOUC,GANESH HOUSING CORP LTD,478090.0,4413.35,2025-08-05
GARFIBRES,GARWARE TECH FIBRES LTD,61713.0,487.91,2025-08-05
GARUDA,GARUDA CONSTRUCT N ENG L,353953.0,535.64,2025-08-05
GATEWAY,GATEWAY DISTRIPARKS LTD,3740545.0,2550.35,2025-08-05
GEECEE,GEECEE VENTURES LIMITED,1790.0,6.37,2025-08-05
GEEKAYWIRE,GEEKAY WIRES LIMITED,3745.0,3.01,2025-08-05
GENESYS,GENESYS INTL CORPN LTD,545004.0,3534.72,2025-08-05
GENSOL,GENSOL ENGINEERING LTD,50.0,0.02,2025-08-05
GENUSPAPER,GENUS P&B LIMITED,229519.0,50.11,2025-08-05
GENUSPOWER,GENUS POWER INFRASTRU LTD,3484599.0,11830.65,2025-08-05
GEOJITFSL,GEOJIT FINANCIAL SER L,1825412.0,1304.12,2025-08-05
GEPIL,GE POWER INDIA LIMITED,486164.0,1299.42,2025-08-05
GESHIP,THE GE SHPG.LTD,1206440.0,11971.92,2025-08-05
GFLLIMITED,GFL LIMITED,36118.0,22.97,2025-08-05
GHCL,GHCL LIMITED,346630.0,2018.06,2025-08-05
GHCLTEXTIL,GHCL TEXTILES LIMITED,126823.0,102.72,2025-08-05
GICHSGFIN,GIC HOUSING FINANCE LTD,1261498.0,2500.62,2025-08-05
GICRE,GENERAL INS CORP OF INDIA,2505890.0,9409.21,2025-08-05
GILLETTE,GILLETTE INDIA LTD,19161.0,1865.69,2025-08-05
GILT5YBEES,RELCAPAMC - NETFGILT5Y,6285.0,2.64,2025-08-05
GIPCL,GUJ IND POW CO. LTD,2300785.0,4534.47,2025-08-05
GLAND,GLAND PHARMA LIMITED,228876.0,4410.92,2025-08-05
GLAXO,GLAXOSMITHKLINE PHARMA LT,88650.0,2640.84,2025-08-05
GLENMARK,GLENMARK PHARMACEUTICALS,233232.0,4297.16,2025-08-05
GLOBALVECT,GLOBAL VEC HELICORP LTD,1364.0,3.28,2025-08-05
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,11641.0,9.17,2025-08-05
GLOBUSSPR,GLOBUS SPIRITS LTD,133899.0,1307.89,2025-08-05
GLOSTERLTD,GLOSTER LIMITED,379.0,3.06,2025-08-05
GMBREW,G M BREWERIES LTD,138301.0,996.14,2025-08-05
GMDCLTD,GUJARAT MINERAL DEV CORP,6232250.0,24594.79,2025-08-05
GMMPFAUDLR,GMM PFAUDLER LIMITED,182560.0,2249.71,2025-08-05
GMRAIRPORT,GMR AIRPORTS LIMITED,20087906.0,16022.27,2025-08-05
GMRP&UI,GMR POW AND URBAN INFRA L,6170497.0,6222.54,2025-08-05
GNA,GNA AXLES LIMITED,167528.0,571.69,2025-08-05
GNFC,GUJ NAR VAL FER & CHEM L,1975662.0,10568.92,2025-08-05
GOACARBON,GOA CARBON LIMITED,30572.0,154.25,2025-08-05
GOCLCORP,GOCL CORPORATION LIMITED,271191.0,668.46,2025-08-05
GOCOLORS,GO FASHION INDIA LTD,127429.0,995.79,2025-08-05
GODAVARIB,GODAVARI BIOREFINERIES L,2636.0,8.24,2025-08-05
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,192880.0,16599.38,2025-08-05
GODIGIT,GO DIGIT GENERAL INS LTD,287462.0,928.32,2025-08-05
GODREJAGRO,GODREJ AGROVET LIMITED,608527.0,4309.82,2025-08-05
GODREJCP,GODREJ CONSUMER PRODUCTS,292085.0,3547.18,2025-08-05
GODREJIND,GODREJ INDUSTRIES LTD,243912.0,2738.23,2025-08-05
GODREJPROP,GODREJ PROPERTIES LTD,956387.0,20832.42,2025-08-05
GOKEX,GOKALDAS EXPORTS LTD.,1001666.0,8326.77,2025-08-05
GOKUL,GOKUL REFOILS & SOLV LTD,21279.0,9.15,2025-08-05
GOKULAGRO,GOKUL AGRO RESOURCES LTD,256023.0,703.83,2025-08-05
GOLD1,KOTAK GOLD ETF,183214.0,142.42,2025-08-05
GOLD360,360ONEAMC - GOLD360,218.0,0.21,2025-08-05
GOLDBEES,NIP IND ETF GOLD BEES,4816633.0,3388.37,2025-08-05
GOLDCASE,ZERODHAAMC - GOLDCASE,618635.0,88.71,2025-08-05
GOLDETF,MIRAEAMC - MAGOLDETF,186805.0,164.06,2025-08-05
GOLDETFADD,DSPAMC - DSPGOLDETF,2184.0,1.98,2025-08-05
GOLDIAM,GOLDIAM INTERNATIONAL LTD,1457914.0,5141.86,2025-08-05
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,914768.0,604.63,2025-08-05
GOLDSHARE,UTI GOLD ETF,842668.0,612.81,2025-08-05
GOODLUCK,GOODLUCK INDIA LIMITED,774934.0,7133.35,2025-08-05
GOPAL,GOPAL SNACKS LIMITED,439660.0,1566.9,2025-08-05
GOYALALUM,GOYAL ALUMINIUMS LIMITED,1360.0,0.11,2025-08-05
GPIL,GODAWARI POW & ISP LTD,7022720.0,12698.02,2025-08-05
GPPL,GUJARAT PIPAVAV PORT LTD,8539645.0,16723.47,2025-08-05
GPTHEALTH,GPT HEALTHCARE LIMITED,417941.0,679.77,2025-08-05
GPTINFRA,GPT INFRAPROJECTS LTD,76605.0,102.48,2025-08-05
GRANULES,GRANULES INDIA LIMITED,2778910.0,13197.04,2025-08-05
GRAPHITE,GRAPHITE INDIA LTD,1978299.0,10067.77,2025-08-05
GRASIM,GRASIM INDUSTRIES LTD,367390.0,9514.13,2025-08-05
GRAVITA,GRAVITA INDIA LIMITED,641152.0,10867.63,2025-08-05
GREAVESCOT,GREAVES COTTON LTD.,5687927.0,11207.21,2025-08-05
GREENLAM,GREENLAM INDUSTRIES LTD.,60805.0,159.73,2025-08-05
GREENPANEL,GREENPANEL INDUSTRIES LTD,191353.0,564.85,2025-08-05
GREENPLY,GREENPLY INDUSTRIES LTD,358451.0,1087.88,2025-08-05
GREENPOWER,ORIENT GREEN POWER CO LTD,3471493.0,452.91,2025-08-05
GRINDWELL,GRINDWELL NORTON LIMITED,78110.0,1250.65,2025-08-05
GRINFRA,G R INFRAPROJECTS LIMITED,100330.0,1244.68,2025-08-05
GRMOVER,GRM OVERSEAS LIMITED,1539999.0,5326.68,2025-08-05
GROWWDEFNC,GROWWAMC - GROWWDEFNC,861437.0,664.9,2025-08-05
GROWWEV,GROWWAMC - GROWWEV,222308.0,62.13,2025-08-05
GROWWGOLD,GROWWAMC - GROWWGOLD,26415.0,25.5,2025-08-05
GROWWLIQID,GROWWAMC - GROWWLIQID,2962.0,2.95,2025-08-05
GROWWLOVOL,GROWWAMC - GROWWLOVOL,18.0,0.0,2025-08-05
GROWWMOM50,GROWWAMC - GROWWMOM50,315283.0,31.15,2025-08-05
GROWWN200,GROWWAMC - GROWWN200,35771.0,3.81,2025-08-05
GROWWNET,GROWWAMC - GROWWNET,15920.0,1.64,2025-08-05
GROWWRAIL,GROWWAMC - GROWWRAIL,724792.0,252.17,2025-08-05
GROWWSLVR,GROWWAMC - GROWWSLVR,18253.0,20.15,2025-08-05
GRPLTD,GRP LIMITED,3151.0,81.25,2025-08-05
GRSE,GARDEN REACH SHIP&ENG LTD,692695.0,16499.7,2025-08-05
GRWRHITECH,GARWARE HI-TECH FILMS LTD,112800.0,3674.49,2025-08-05
GSEC10IETF,ICICIPRAMC - ICICI10GS,191.0,0.49,2025-08-05
GSEC10YEAR,MIRAEAMC - MAGS813ETF,102.0,0.03,2025-08-05
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,3070.0,1.93,2025-08-05
GSFC,GUJ STATE FERT & CHEM LTD,7020584.0,14190.86,2025-08-05
GSLSU,GLOBAL SURFACES LIMITED,398328.0,533.04,2025-08-05
GSPL,GUJARAT STATE PETRO LTD,779212.0,2493.56,2025-08-05
GSS,GSS INFOTECH LIMITED,759377.0,514.43,2025-08-05
GTL,GTL LTD,98819.0,12.55,2025-08-05
GTLINFRA,GTL INFRA.LTD,10226758.0,176.53,2025-08-05
GTPL,GTPL HATHWAY LIMITED,29031.0,37.08,2025-08-05
GUFICBIO,GUFIC BIOSCIENCES LTD.,109501.0,370.03,2025-08-05
GUJALKALI,GUJARAT ALKALIES & CHEM,358115.0,2219.92,2025-08-05
GUJAPOLLO,GUJ. APOLLO IND. LTD.,1072.0,5.13,2025-08-05
GUJGASLTD,GUJARAT GAS LIMITED,565436.0,2651.11,2025-08-05
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,752714.0,2593.44,2025-08-05
GULFOILLUB,GULF OIL LUB. IND. LTD.,215888.0,2501.86,2025-08-05
GULFPETRO,GP PETROLEUMS LIMITED,32166.0,15.67,2025-08-05
GULPOLY,GULSHAN POLYOLS LIMITED,255571.0,439.38,2025-08-05
GVKPIL,GVK POW. & INFRA LTD.,20000.0,1.93,2025-08-05
GVT&D,GE VERNOVA T&D INDIA LTD,82393.0,1909.57,2025-08-05
HAL,HINDUSTAN AERONAUTICS LTD,2980846.0,129066.16,2025-08-05
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,2976553.0,19980.88,2025-08-05
HAPPYFORGE,HAPPY FORGINGS LIMITED,26850.0,203.23,2025-08-05
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,348570.0,1627.28,2025-08-05
HARRMALAYA,HARRISON MALAYALAM LTD,8700.0,18.96,2025-08-05
HARSHA,HARSHA ENGINEERS INT LTD,1085070.0,4836.13,2025-08-05
HATHWAY,HATHWAY CABLE & DATACOM,22962908.0,3512.78,2025-08-05
HATSUN,HATSUN AGRO PRODUCT LTD.,45335.0,423.38,2025-08-05
HAVELLS,HAVELLS INDIA LIMITED,835633.0,12594.07,2025-08-05
HBLENGINE,HBL ENGINEERING LTD,3422555.0,18369.14,2025-08-05
HCC,HINDUSTAN CONSTRUC,1935486.0,647.76,2025-08-05
HCG,HEALTHCARE GLOB. ENT. LTD,319272.0,1675.13,2025-08-05
HCL-INSYS,HCL INFOSYSTEMS LTD,325.0,0.06,2025-08-05
HCLTECH,HCL TECHNOLOGIES LTD,1938133.0,28556.39,2025-08-05
HDBFS,HDB FINANCIAL SERVICES L,92707.0,660.88,2025-08-05
HDFCAMC,HDFC AMC LIMITED,63157.0,2905.05,2025-08-05
HDFCBANK,HDFC BANK LTD,1386676.0,24005.19,2025-08-05
HDFCBSE500,HDFCAMC - HDFCBSE500,26786.0,10.13,2025-08-05
HDFCGOLD,HDFC GOLD ETF,797103.0,552.24,2025-08-05
HDFCGROWTH,HDFCAMC - HDFCGROWTH,16949.0,17.46,2025-08-05
HDFCLIFE,HDFC LIFE INS CO LTD,790093.0,5299.78,2025-08-05
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,4571.0,0.93,2025-08-05
HDFCMID150,HDFCAMC - HDFCMID150,769727.0,134.95,2025-08-05
HDFCMOMENT,HDFCAMC - HDFCMOMENT,478003.0,144.24,2025-08-05
HDFCNEXT50,HDFCAMC - HDFCNEXT50,81621.0,43.7,2025-08-05
HDFCNIF100,HDFCAMC - HDFCNIF100,48813.0,12.93,2025-08-05
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,30723.0,15.76,2025-08-05
HDFCNIFIT,HDFCAMC - HDFCNIFIT,74449.0,28.92,2025-08-05
HDFCNIFTY,HDFCAMC - HDFCNIFTY,47635.0,119.08,2025-08-05
HDFCPSUBK,HDFCAMC HDFCPSUBK,8350.0,5.56,2025-08-05
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,59600.0,15.37,2025-08-05
HDFCQUAL,HDFCAMC - HDFCQUAL,51238.0,29.49,2025-08-05
HDFCSENSEX,HDFCAMC - HDFCSENSEX,43411.0,37.08,2025-08-05
HDFCSILVER,HDFCAMC - HDFCSILVER,634063.0,522.36,2025-08-05
HDFCSML250,HDFCAMC - HDFCSML250,2644533.0,4397.93,2025-08-05
HDFCVALUE,HDFCAMC - HDFCVALUE,1809.0,2.42,2025-08-05
HEALTHIETF,ICICIPRAMC - ICICIPHARM,146193.0,201.23,2025-08-05
HEALTHY,BIRLASLAMC - HEALTHY,172207.0,22.69,2025-08-05
HEG,HEG LTD,1625376.0,8210.85,2025-08-05
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,832677.0,1666.69,2025-08-05
HEMIPROP,HEMISPHERE PROP IND LTD,2831846.0,3858.79,2025-08-05
HERANBA,HERANBA INDUSTRIES LTD,79026.0,237.74,2025-08-05
HERITGFOOD,HERITAGE FOODS LTD,1031607.0,4697.89,2025-08-05
HEROMOTOCO,HERO MOTOCORP LIMITED,454743.0,19226.49,2025-08-05
HESTERBIO,HESTER BIOSCIENCES LTD,5322.0,118.07,2025-08-05
HEUBACHIND,HEUBACH COLORANTS IND LTD,29286.0,155.33,2025-08-05
HEXT,HEXAWARE TECHNOLOGIES LTD,200044.0,1437.68,2025-08-05
HFCL,HFCL LIMITED,35616777.0,29622.3,2025-08-05
HGINFRA,H.G.INFRA ENGINEERING LTD,384848.0,4258.6,2025-08-05
HGS,HINDUJA GLOBAL SOLS. LTD.,106434.0,689.8,2025-08-05
HIKAL,HIKAL LIMITED,1148136.0,3958.44,2025-08-05
HILTON,HILTON METAL FORGING LTD,2063.0,1.8,2025-08-05
HIMATSEIDE,HIMATSINGKA SEIDE LTD,2574536.0,3719.42,2025-08-05
HINDALCO,HINDALCO  INDUSTRIES  LTD,2004196.0,12936.36,2025-08-05
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,9900.0,45.41,2025-08-05
HINDCOPPER,HINDUSTAN COPPER LTD,17103617.0,42550.64,2025-08-05
HINDMOTORS,HINDUSTAN MOTORS LIMITED,9970.0,3.08,2025-08-05
HINDOILEXP,HINDUSTAN OIL EXPLORATION,4555992.0,8368.68,2025-08-05
HINDPETRO,HINDUSTAN PETROLEUM CORP,2471522.0,9685.37,2025-08-05
HINDUNILVR,HINDUSTAN UNILEVER LTD.,331860.0,7605.57,2025-08-05
HINDWAREAP,HINDWARE HME INOVATON LTD,819822.0,2023.33,2025-08-05
HINDZINC,HINDUSTAN ZINC LIMITED,8996760.0,38983.49,2025-08-05
HIRECT,HIND RECTIFIER LIMITED,49645.0,693.89,2025-08-05
HISARMETAL,HISAR METAL IND. LIMITED,2254.0,4.86,2025-08-05
HITECH,HI-TECH PIPES LIMITED,7485728.0,7248.49,2025-08-05
HITECHCORP,HITECH CORPORATION LTD,864.0,1.84,2025-08-05
HLEGLAS,HLE GLASCOAT LIMITED,224721.0,872.18,2025-08-05
HLVLTD,HLV LIMITED,1040230.0,144.1,2025-08-05
HMAAGRO,HMA AGRO INDUSTRIES LTD,599322.0,191.16,2025-08-05
HMVL,HINDUSTAN MEDIA VENT LTD,41512.0,28.02,2025-08-05
HNDFDS,HINDUSTAN FOODS LIMITED,91417.0,474.39,2025-08-05
HNGSNGBEES,NIP IND ETF HANGSENG BEES,331699.0,1298.02,2025-08-05
HOMEFIRST,HOME FIRST FIN CO IND LTD,344521.0,4061.69,2025-08-05
HONASA,HONASA CONSUMER LIMITED,516324.0,1336.47,2025-08-05
HONAUT,HONEYWELL AUTOMATION IND,10140.0,3960.96,2025-08-05
HONDAPOWER,HONDA I POWER PRODUCT LTD,17105.0,482.05,2025-08-05
HPAL,HP ADHESIVES LIMITED,121622.0,89.25,2025-08-05
HPL,HPL ELECTRIC & POWER LTD,695524.0,3691.47,2025-08-05
HSCL,HIMADRI SPECIALITY CHEM L,2827579.0,13477.06,2025-08-05
HTMEDIA,HT MEDIA LIMITED,10000.0,2.89,2025-08-05
HUBTOWN,HUBTOWN LIMITED,2891668.0,8252.75,2025-08-05
HUDCO,HSG & URBAN DEV CORPN LTD,16015605.0,35711.98,2025-08-05
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,1294051.0,4204.64,2025-08-05
HYUNDAI,HYUNDAI MOTOR INDIA LTD,160619.0,3157.18,2025-08-05
ICEMAKE,ICE MAKE REFRIGERAT LTD,29877.0,223.47,2025-08-05
ICICIB22,ICICIPRAMC - BHARATIWIN,700673.0,693.31,2025-08-05
ICICIBANK,ICICI BANK LTD.,674447.0,9125.33,2025-08-05
ICICIGI,ICICI LOMBARD GIC LIMITED,158422.0,2956.33,2025-08-05
ICICIPRULI,ICICI PRU LIFE INS CO LTD,825447.0,5004.36,2025-08-05
ICIL,INDO COUNT INDUSTRIES LTD,820402.0,2358.77,2025-08-05
ICRA,ICRA LIMITED,4584.0,275.48,2025-08-05
IDBI,IDBI BANK LIMITED,42882068.0,33501.86,2025-08-05
IDEA,VODAFONE IDEA LIMITED,363584682.0,24503.66,2025-08-05
IDEAFORGE,IDEAFORGE TECHNO LTD,1003396.0,5137.75,2025-08-05
IDFCFIRSTB,IDFC FIRST BANK LIMITED,54845776.0,36574.33,2025-08-05
IDFNIFTYET,BANDHANAMC - IDFNIFTYET,7447.0,20.46,2025-08-05
IEX,INDIAN ENERGY EXC LTD,13004585.0,19547.73,2025-08-05
IFBAGRO,IFB AGRO INDUSTRIES LTD,111.0,0.91,2025-08-05
IFBIND,IFB INDUSTRIES LTD,214025.0,3126.26,2025-08-05
IFCI,IFCI LTD,15506962.0,9187.78,2025-08-05
IFGLEXPOR,IFGL REFRACTORIES LIMITED,6288.0,16.62,2025-08-05
IGARASHI,IGARASHI MOTORS INDIA LTD,153757.0,855.31,2025-08-05
IGCL,INDOGULF CROPSCIENCES LTD,2366.0,2.53,2025-08-05
IGIL,INTERNATIO GEMM INS (I) L,928374.0,3368.03,2025-08-05
IGL,INDRAPRASTHA GAS LTD,2355654.0,4706.17,2025-08-05
IGPL,I G PETROCHEMICALS LTD,96970.0,490.22,2025-08-05
IIFL,IIFL FINANCE LIMITED,2123358.0,8860.55,2025-08-05
IIFLCAPS,IIFL CAPITAL SERVICES LTD,991785.0,3063.68,2025-08-05
IKIO,IKIO TECHNOLOGIES LIMITED,237277.0,565.22,2025-08-05
IKS,INVENTURUS KNOWLEDGE SO L,549281.0,8579.42,2025-08-05
IMAGICAA,IMAGICAAWORLD ENT LTD,2573099.0,1631.67,2025-08-05
IMFA,INDIAN METALS & FERRO,318642.0,2130.33,2025-08-05
IMPAL,IND MOTOR PART & ACC LTD,1044.0,11.74,2025-08-05
INDBANK,INDBANK MERCH BANK,1299.0,0.68,2025-08-05
INDGN,INDEGENE LIMITED,1028888.0,5833.95,2025-08-05
INDHOTEL,THE INDIAN HOTELS CO. LTD,4582138.0,32848.38,2025-08-05
INDIACEM,THE INDIA CEMENTS LIMITED,620391.0,1765.18,2025-08-05
INDIAGLYCO,INDIA GLYCOLS LTD,491383.0,8081.93,2025-08-05
INDIAMART,INDIAMART INTERMESH LTD,103570.0,2477.62,2025-08-05
INDIANB,INDIAN BANK,1333137.0,7565.92,2025-08-05
INDIANHUME,INDIAN HUME PIPE CO. LTD.,101922.0,374.61,2025-08-05
INDIASHLTR,INDIA SHELTER FIN CORP L,391266.0,3046.66,2025-08-05
INDIGO,INTERGLOBE AVIATION LTD,265775.0,13940.08,2025-08-05
INDIGOPNTS,INDIGO PAINTS LIMITED,102096.0,1119.73,2025-08-05
INDNIPPON,INDIA NIPPON ELECT  LTD,24753.0,159.93,2025-08-05
INDOAMIN,INDO AMINES LIMITED,322173.0,465.71,2025-08-05
INDOBORAX,INDO BORAX & CHEMICAL LTD,4528.0,9.87,2025-08-05
INDOCO,INDOCO REMEDIES LTD.,69387.0,181.07,2025-08-05
INDOFARM,INDO FARM EQUIPMENT LTD,22337.0,43.38,2025-08-05
INDORAMA,INDO RAMA SYNTHETICS LTD,3521.0,1.36,2025-08-05
INDOSTAR,INDOSTAR CAPITAL FIN LTD,797830.0,2420.74,2025-08-05
INDOTECH,INDO TECH TRANSFORM LTD.,5343.0,95.86,2025-08-05
INDOTHAI,INDO THAI SEC LTD,25.0,0.45,2025-08-05
INDOWIND,INDOWIND ENERGY LTD,1500.0,0.29,2025-08-05
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,349733.0,1447.51,2025-08-05
INDSWFTLAB,IND SWIFT LABORATORIES LT,37.0,0.03,2025-08-05
INDTERRAIN,IND TERRAIN FASHIONS LTD,41512.0,20.18,2025-08-05
INDUSINDBK,INDUSIND BANK LIMITED,3303713.0,26196.74,2025-08-05
INDUSTOWER,INDUS TOWERS LIMITED,3903367.0,13074.69,2025-08-05
INFIBEAM,INFIBEAM AVENUES LIMITED,24974721.0,4542.88,2025-08-05
INFOBEAN,INFOBEANS TECHNO. LTD.,2628.0,11.99,2025-08-05
INFRABEES,NIP IND ETF INFRA BEES,37547.0,337.55,2025-08-05
INFRAIETF,ICICIPRAMC - ICICIINFRA,89297.0,77.21,2025-08-05
INFY,INFOSYS LIMITED,3426900.0,49294.32,2025-08-05
INGERRAND,INGERSOLL-RAND INDIA LTD,62541.0,2155.5,2025-08-05
INNOVACAP,INNOVA CAPTAB LIMITED,65871.0,503.95,2025-08-05
INNOVANA,INNOVANA THINKLABS LTD,362.0,1.51,2025-08-05
