Symbol,Name,QtyFinanced,AmtFinanced,Date
20MICRONS,20 MICRONS LTD,199800.0,468.56,2025-08-04
360ONE,360 ONE WAM LIMITED,605421.0,6299.27,2025-08-04
3IINFOLTD,3I INFOTECH LIMITED,947917.0,257.65,2025-08-04
3MINDIA,3M INDIA LIMITED,6135.0,1690.41,2025-08-04
500245,KIRLOSKAR FERROUS INDUSTRIES L,2.0,0.01,2025-08-04
5PAISA,5PAISA CAPITAL LIMITED,31567.0,138.6,2025-08-04
63MOONS,63 MOONS TECHNOLOGIES LTD,309764.0,2740.43,2025-08-04
AAATECH,AAA TECHNOLOGIES LIMITED,1465.0,1.37,2025-08-04
AADHARHFC,AADHAR HOUSING FINANCE L,613975.0,2892.88,2025-08-04
AARON,AARON INDUSTRIES LIMITED,507.0,2.25,2025-08-04
AARTIDRUGS,AARTI DRUGS LTD.,251949.0,1214.48,2025-08-04
AARTIIND,AARTI INDUSTRIES LTD,4063897.0,17242.5,2025-08-04
AARTIPHARM,AARTI PHARMALABS LIMITED,410016.0,3186.13,2025-08-04
AARTISURF,AARTI SURFACTANTS LIMITED,655.0,3.6,2025-08-04
AARVI,AARVI ENCON LIMITED,1026.0,1.11,2025-08-04
AAVAS,AAVAS FINANCIERS LIMITED,222882.0,3779.46,2025-08-04
ABAN,ABAN OFFSHORE LTD.,16782.0,8.9,2025-08-04
ABB,ABB INDIA LIMITED,483955.0,25680.01,2025-08-04
ABBOTINDIA,ABBOTT INDIA LIMITED,10091.0,3212.08,2025-08-04
ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,4599387.0,10231.08,2025-08-04
ABDL,ALLIED BLEND N DISTILS L,612903.0,2432.67,2025-08-04
ABFRL,ADITYA BIRLA FASHION & RT,28791054.0,34075.47,2025-08-04
ABGSEC,BIRLASLAMC - ABGSEC,2301.0,2.53,2025-08-04
ABLBL,ADITYA BIRLA LIFES BRAN L,4851570.0,7332.12,2025-08-04
ABREL,ADITYA BIRLA REAL EST LTD,299750.0,5990.12,2025-08-04
ABSLAMC,ADIT BIRL SUN LIF AMC LTD,313876.0,2357.75,2025-08-04
ABSLBANETF,BIRLASLAMC - ABSLBANETF,3846.0,2.01,2025-08-04
ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,21.0,0.18,2025-08-04
ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,175058.0,132.94,2025-08-04
ABSLPSE,BIRLASLAMC-ABSLPSE,116216.0,10.05,2025-08-04
ACC,ACC LIMITED,936400.0,16223.03,2025-08-04
ACCELYA,ACCELYA SOLN INDIA LTD,217496.0,3166.98,2025-08-04
ACE,ACTION CONST EQUIP LTD,686427.0,7768.26,2025-08-04
ACI,ARCHEAN CHEMICAL IND LTD,547126.0,3337.22,2025-08-04
ACL,ANDHRA CEMENTS LIMITED,95575.0,87.41,2025-08-04
ACLGATI,ALLCARGO GATI LIMITED,994983.0,761.8,2025-08-04
ACMESOLAR,ACME SOLAR HOLDINGS LTD,1447894.0,3691.51,2025-08-04
ACUTAAS,ACUTAAS CHEMICALS LIMITED,320501.0,3637.81,2025-08-04
ADANIENSOL,ADANI ENERGY SOLUTION LTD,2003932.0,16335.66,2025-08-04
ADANIENT,ADANI ENTERPRISES LIMITED,885015.0,21069.1,2025-08-04
ADANIGREEN,ADANI GREEN ENERGY LTD,2081761.0,19570.74,2025-08-04
ADANIPORTS,ADANI PORT & SEZ LTD,1380307.0,17584.84,2025-08-04
ADANIPOWER,ADANI POWER LTD,4552098.0,24395.35,2025-08-04
ADFFOODS,ADF FOODS LIMITED,1126541.0,3035.73,2025-08-04
ADOR,ADOR WELDING LTD,41778.0,453.69,2025-08-04
ADSL,ALLIED DIGITAL SERV. LTD,526312.0,1007.92,2025-08-04
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,30574.0,18.06,2025-08-04
ADVENZYMES,ADVANCED ENZYME TECH LTD,886184.0,2821.29,2025-08-04
AEGISLOG,AEGIS LOGISTICS LIMITED,1193912.0,8508.11,2025-08-04
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,382167.0,971.48,2025-08-04
AEROENTER,AEROFLEX ENTERPRISES LTD,970107.0,925.46,2025-08-04
AEROFLEX,AEROFLEX INDUSTRIES LTD,2540661.0,4505.66,2025-08-04
AETHER,AETHER INDUSTRIES LIMITED,516403.0,3744.66,2025-08-04
AFCONS,AFCONS INFRASTRUCTURE LTD,1770865.0,7054.8,2025-08-04
AFFLE,AFFLE 3I LIMITED,152974.0,2556.96,2025-08-04
AFFORDABLE,AFFORD ROBO & AUTO LTD,2101.0,9.95,2025-08-04
AFIL,AKME FINTRADE (INDIA) LTD,10682761.0,806.28,2025-08-04
AFSL,ABANS FINANCIAL SRVCS LTD,30992.0,72.33,2025-08-04
AGARIND,AGARWAL INDS CORP LTD.,37155.0,370.26,2025-08-04
AGARWALEYE,DR AGARWALS HEALTH CARE L,57184.0,230.96,2025-08-04
AGI,AGI GREENPAC LIMITED,417799.0,3276.6,2025-08-04
AGIIL,AGI INFRA LIMITED,889968.0,8106.34,2025-08-04
AGRITECH,AGRI-TECH (INDIA) LIMITED,3528.0,6.62,2025-08-04
AGROPHOS,AGRO PHOS INDIA LIMITED,4240.0,1.9,2025-08-04
AGSTRA,AGS TRANSACT TECH LTD,5618.0,5.0,2025-08-04
AHLADA,AHLADA ENGINEERS LIMITED,5987.0,5.71,2025-08-04
AHLEAST,ASIAN HOTELS (EAST) LTD,933.0,1.42,2025-08-04
AHLUCONT,AHLUWALIA CONT IND LTD,258614.0,2627.0,2025-08-04
AIAENG,AIA ENGINEERING LIMITED,62739.0,1847.67,2025-08-04
AIIL,AUTHUM INVEST & INFRA LTD,56964.0,1416.41,2025-08-04
AIRAN,AIRAN LIMITED,61670.0,18.39,2025-08-04
AJANTPHARM,AJANTA PHARMA LIMITED,66585.0,1752.24,2025-08-04
AJAXENGG,AJAX ENGINEERING LIMITED,146954.0,945.52,2025-08-04
AJMERA,AJMERA REALTY & INF I LTD,198483.0,1698.44,2025-08-04
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250.0,0.77,2025-08-04
AKUMS,AKUMS DRUGS AND PHARMA L,319335.0,1702.85,2025-08-04
AKZOINDIA,AKZO NOBEL INDIA LIMITED,48317.0,1692.69,2025-08-04
ALANKIT,ALANKIT LIMITED,160979.0,27.52,2025-08-04
ALBERTDAVD,ALBERT DAVID LIMITED,4482.0,36.8,2025-08-04
ALEMBICLTD,ALEMBIC LIMITED,2841253.0,3317.92,2025-08-04
ALICON,ALICON CASTALLOY LIMITED,9031.0,100.55,2025-08-04
ALIVUS,ALIVUS LIFE SCIENCES LTD,280135.0,2377.45,2025-08-04
ALKALI,ALKALI METALS LTD,176.0,0.18,2025-08-04
ALKEM,ALKEM LABORATORIES LTD.,64219.0,3080.2,2025-08-04
ALKYLAMINE,ALKYL AMINES CHEM. LTD,147560.0,3043.18,2025-08-04
ALLCARGO,ALLCARGO LOGISTICS LTD,13847801.0,4945.72,2025-08-04
ALLDIGI,ALLDIGI TECH LIMITED,28289.0,209.31,2025-08-04
ALMONDZ,ALMONDZ GLOBAL SEC LTD,11450.0,2.49,2025-08-04
ALOKINDS,ALOK INDUSTRIES LIMITED,13422842.0,2620.58,2025-08-04
ALPA,ALPA LABORATORIES LTD,2980.0,3.29,2025-08-04
ALPHA,KOTAKMAMC - KOTAKALPHA,4040718.0,1881.24,2025-08-04
ALPHAETF,MIRAEAMC - ALPHAETF,2195155.0,545.3,2025-08-04
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14534.0,39.97,2025-08-04
ALPL30IETF,ICICIPRAMC - ICICIALPLV,1037877.0,272.35,2025-08-04
AMBER,AMBER ENTERPRISES (I) LTD,97240.0,6631.16,2025-08-04
AMBIKCO,AMBIKA COTTON MILL LTD.,6948.0,89.99,2025-08-04
AMBUJACEM,AMBUJA CEMENTS LTD,1255860.0,6979.64,2025-08-04
AMJLAND,AMJ LAND HOLDINGS LIMITED,644.0,0.33,2025-08-04
AMNPLST,AMINES & PLASTICIZERS LTD,2593.0,7.82,2025-08-04
AMRUTANJAN,AMRUTAJAN HEALTH LTD,25097.0,181.2,2025-08-04
ANANDRATHI,ANAND RATHI WEALTH LTD,79591.0,1759.79,2025-08-04
ANANTRAJ,ANANT RAJ LIMITED,4828256.0,23143.1,2025-08-04
ANDHRAPAP,ANDHRA PAPER LIMITED,399521.0,310.03,2025-08-04
ANDHRSUGAR,ANDHRA SUGARS LTD,528668.0,533.45,2025-08-04
ANDREWYU,ANDREW YULE & CO LTD,3900.0,1.04,2025-08-04
ANGELONE,ANGEL ONE LIMITED,804982.0,21753.91,2025-08-04
ANMOL,ANMOL INDIA LIMITED,2000.0,0.33,2025-08-04
ANTHEM,ANTHEM BIOSCIENCES LTD,6290.0,42.64,2025-08-04
ANUHPHR,ANUH PHARMA LIMITED,40022.0,39.14,2025-08-04
ANUP,THE ANUP ENGINEERING LTD,53970.0,1417.48,2025-08-04
ANURAS,ANUPAM RASAYAN INDIA LTD,2166156.0,18976.25,2025-08-04
AONELIQUID,AONEAMC - AONELIQUID,6.0,0.06,2025-08-04
AONENIFTY,AONEAMC - AONENIFTY,17413.0,1.8,2025-08-04
AONETOTAL,AONEAMC - AONETOTAL,109695.0,12.31,2025-08-04
APARINDS,APAR INDUSTRIES LTD.,64567.0,4594.33,2025-08-04
APCL,ANJANI PORTLAND CEM LTD,130.0,0.19,2025-08-04
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,32796.0,139.37,2025-08-04
APEX,APEX FROZEN FOODS LIMITED,133160.0,294.31,2025-08-04
APLAPOLLO,APL APOLLO TUBES LTD,366175.0,5717.19,2025-08-04
APLLTD,ALEMBIC PHARMA LTD,228800.0,2083.54,2025-08-04
APOLLO,APOLLO MICRO SYSTEMS LTD,6285039.0,9819.51,2025-08-04
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,83307.0,5701.62,2025-08-04
APOLLOPIPE,APOLLO PIPES LIMITED,400794.0,1722.62,2025-08-04
APOLLOTYRE,APOLLO TYRES LTD,1393996.0,6226.44,2025-08-04
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,390.0,6.76,2025-08-04
APTECHT,APTECH LIMITED,32712.0,58.98,2025-08-04
APTUS,APTUS VALUE HSG FIN I LTD,1150073.0,3614.49,2025-08-04
ARE&M,AMARA RAJA ENERGY MOB LTD,2041757.0,19995.41,2025-08-04
ARIES,ARIES AGRO LTD.,18578.0,72.32,2025-08-04
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,433513.0,389.29,2025-08-04
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,182668.0,761.38,2025-08-04
ARISINFRA,ARISINFRA SOLUTIONS LTD,48698.0,73.39,2025-08-04
ARKADE,ARKADE DEVELOPERS LIMITED,2836823.0,4626.75,2025-08-04
ARMANFIN,ARMAN FIN SERV LTD,72159.0,1084.93,2025-08-04
ARROWGREEN,ARROW GREENTECH LIMITED,1877.0,14.87,2025-08-04
ARTEMISMED,ARTEMIS MED SERVICE LTD,138591.0,348.48,2025-08-04
ARVIND,ARVIND LIMITED,1214018.0,3956.79,2025-08-04
ARVINDFASN,ARVIND FASHIONS LIMITED,362539.0,1733.53,2025-08-04
ARVSMART,ARVIND SMARTSPACES LTD,243297.0,1312.96,2025-08-04
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,155768.0,1243.6,2025-08-04
ASAHISONG,ASAHI SONGWON COLOR LTD,75.0,0.33,2025-08-04
ASAL,AUTOMOTIVE STAMPINGS & AS,40782.0,224.66,2025-08-04
ASALCBR,ASSO ALCOHOLS & BREW LTD,93557.0,907.37,2025-08-04
ASHAPURMIN,ASHAPURA MINECHEM LTD,1073392.0,4413.29,2025-08-04
ASHIANA,ASHIANA HOUSING LTD,159588.0,385.21,2025-08-04
ASHOKA,ASHOKA BUILDCON LTD,4953916.0,10161.6,2025-08-04
ASHOKLEY,ASHOK LEYLAND LTD,5417550.0,6365.12,2025-08-04
ASIANENE,ASIAN ENERGY SERVICES LTD,500616.0,1493.32,2025-08-04
ASIANPAINT,ASIAN PAINTS LIMITED,766878.0,17796.57,2025-08-04
ASIANTILES,ASIAN GRANITO IND. LTD.,114750.0,62.54,2025-08-04
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,181350.0,789.96,2025-08-04
ASMS,BARTRONICS INDIA LIMITED,482461.0,82.89,2025-08-04
ASPINWALL,ASPINWALL & CO LTD,330.0,0.99,2025-08-04
ASTEC,ASTEC LIFESCIENCES LTD,315454.0,3082.24,2025-08-04
ASTERDM,ASTER DM HEALTHCARE LTD.,731205.0,4043.1,2025-08-04
ASTRAL,ASTRAL LIMITED,969392.0,13722.8,2025-08-04
ASTRAMICRO,ASTRA MICROWAVE LTD,1570008.0,12450.06,2025-08-04
ASTRAZEN,ASTRAZENECA PHARMA IND LT,33082.0,2606.69,2025-08-04
ATAM,ATAM VALVES LIMITED,694.0,0.77,2025-08-04
ATGL,ADANI TOTAL GAS LIMITED,1332201.0,8292.72,2025-08-04
ATHERENERG,ATHER ENERGY LIMITED,281520.0,931.55,2025-08-04
ATL,ALLCARGO TERMINALS LTD,697543.0,314.53,2025-08-04
ATUL,ATUL LTD,225082.0,12935.05,2025-08-04
ATULAUTO,ATUL AUTO LIMITED,131350.0,550.55,2025-08-04
AUBANK,AU SMALL FINANCE BANK LTD,722352.0,4653.54,2025-08-04
AURIONPRO,AURIONPRO SOLN LTD,82396.0,1074.43,2025-08-04
AUROPHARMA,AUROBINDO PHARMA LTD,1111379.0,12338.35,2025-08-04
AURUM,AURUM PROPTECH LIMITED,125612.0,256.36,2025-08-04
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,28167.0,504.3,2025-08-04
AUTOBEES,NIPPONAMC - NETFAUTO,354227.0,773.92,2025-08-04
AUTOIETF,ICICIPRAMC - ICICIAUTO,1474039.0,342.36,2025-08-04
AUTOIND,AUTOLINE INDUSTRIES LTD,122039.0,94.26,2025-08-04
AVADHSUGAR,AVADH SUG & ENERGY LTD,283410.0,1418.79,2025-08-04
AVALON,AVALON TECHNOLOGIES LTD,313349.0,2362.38,2025-08-04
AVANTEL,AVANTEL LIMITED,4868610.0,7275.29,2025-08-04
AVANTIFEED,AVANTI FEEDS LIMITED,1144456.0,7978.38,2025-08-04
AVG,AVG LOGISTICS LIMITED,2397.0,6.91,2025-08-04
AVL,ADITYA VISION LIMITED,66748.0,245.1,2025-08-04
AVONMORE,AVONMORE CAP&MGT SERV LTD,33115.0,6.29,2025-08-04
AVTNPL,AVT NATURAL PRODUCTS LTD,186766.0,127.76,2025-08-04
AWFIS,AWFIS SPACE SOLUTIONS LTD,345320.0,2152.03,2025-08-04
AWHCL,ANTONY WASTE HDG CELL LTD,258381.0,1593.93,2025-08-04
AWL,AWL AGRI BUSINESS LIMITED,3853199.0,10013.87,2025-08-04
AXISBANK,AXIS BANK LIMITED,4096037.0,42814.67,2025-08-04
AXISBNKETF,AXISAMC - AXISBNKETF,512.0,2.8,2025-08-04
AXISBPSETF,AXISAMC - AXISBPSETF,1745.0,0.22,2025-08-04
AXISCETF,AXISAMC - AXISCETF,12603.0,15.9,2025-08-04
AXISGOLD,AXIS MF - AXIS GOLD ETF,166602.0,127.0,2025-08-04
AXISHCETF,AXISAMC - AXISHCETF,4268.0,6.02,2025-08-04
AXISILVER,AXISAMC - AXISILVER,135887.0,126.05,2025-08-04
AXISNIFTY,AXISAMC - AXISNIFTY,17154.0,46.51,2025-08-04
AXISTECETF,AXISAMC - AXISTECETF,11817.0,46.8,2025-08-04
AXISVALUE,AXISAMC - AXISVALUE,3055.0,0.83,2025-08-04
AXITA,AXITA COTTON LIMITED,79569.0,9.41,2025-08-04
AXSENSEX,AXISAMC - AXSENSEX,1616.0,1.35,2025-08-04
AYMSYNTEX,AYM SYNTEX LIMITED,5494.0,11.93,2025-08-04
AZAD,AZAD ENGINEERING LIMITED,747902.0,11610.71,2025-08-04
BAIDFIN,BAID FINSERV LIMITED,33228.0,4.44,2025-08-04
BAJAJ-AUTO,BAJAJ AUTO LIMITED,581300.0,46356.19,2025-08-04
BAJAJCON,BAJAJ CONSUMER CARE LTD,2164809.0,4092.7,2025-08-04
BAJAJELEC,BAJAJ ELECT.LTD,99963.0,632.6,2025-08-04
BAJAJFINSV,BAJAJ FINSERV LTD.,980808.0,18636.33,2025-08-04
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,689015.0,3391.48,2025-08-04
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,20356545.0,23489.76,2025-08-04
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,18526254.0,4786.58,2025-08-04
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,21610.0,2797.0,2025-08-04
BAJAJINDEF,INDEF MANUFACTURING LTD,5146.0,17.84,2025-08-04
BAJEL,BAJEL PROJECTS LIMITED,35794.0,74.09,2025-08-04
BAJFINANCE,BAJAJ FINANCE LIMITED,5224245.0,44761.54,2025-08-04
BALAJEE,SHREE TIRUPATI BALAJEE L,95692.0,53.49,2025-08-04
BALAJITELE,BALAJI TELEFILMS LIMITED.,421.0,0.34,2025-08-04
BALAMINES,BALAJI AMINES LIMITED,279295.0,4661.14,2025-08-04
BALAXI,BALAXI PHARMA LTD,90210.0,54.76,2025-08-04
BALKRISIND,BALKRISHNA IND. LTD,98892.0,2420.41,2025-08-04
BALMLAWRIE,BALMER LAWRIE & CO LTD,1117197.0,2345.76,2025-08-04
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,528331.0,2798.08,2025-08-04
BALUFORGE,BALU FORGE INDUSTRIES LTD,66358.0,402.25,2025-08-04
BANARISUG,BANNARI AMMAN SUGARS LTD,85.0,3.4,2025-08-04
BANCOINDIA,BANCO PRODUCTS (I) LTD,256544.0,1438.41,2025-08-04
BANDHANBNK,BANDHAN BANK LIMITED,11733346.0,18757.98,2025-08-04
BANKBARODA,BANK OF BARODA,12227017.0,27915.27,2025-08-04
BANKBEES,NIP IND ETF BANK BEES,439411.0,2338.89,2025-08-04
BANKBETF,BFAM - BANKBETF,10651.0,5.97,2025-08-04
BANKETF,MIRAEAMC - BANKETF,6386.0,36.09,2025-08-04
BANKETFADD,DSPAMC - DSPBANKETF,1777.0,1.02,2025-08-04
BANKIETF,ICICIPRAMC - IPRU5008,155914.0,75.69,2025-08-04
BANKINDIA,BANK OF INDIA,31472826.0,35010.79,2025-08-04
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,8455.0,43.28,2025-08-04
BANKPSU,MIRAEAMC - BANKPSU,10655.0,7.62,2025-08-04
BANSALWIRE,BANSAL WIRE INDUSTRIES L,219941.0,902.97,2025-08-04
BANSWRAS,BANSWARA SYNTEX LIMITED,4933.0,7.36,2025-08-04
BARBEQUE,BARBEQUE NATION HOSP. LTD,307579.0,945.42,2025-08-04
BASF,BASF INDIA LTD,154328.0,7903.38,2025-08-04
BASML,BANNARI AM SPIN MILL LTD.,19842.0,7.7,2025-08-04
BATAINDIA,BATA INDIA LTD,407249.0,4933.71,2025-08-04
BAYERCROP,BAYER CROPSCIENCE LTD,32830.0,1739.7,2025-08-04
BBETF0432,EDELAMC - BBETF0432,140.0,1.8,2025-08-04
BBL,BHARAT BIJLEE LTD,116199.0,3254.19,2025-08-04
BBNPNBETF,BARODABNP - BBNPNBETF,81.0,0.05,2025-08-04
BBNPPGOLD,BARODABNP - BBNPPGOLD,2.0,0.0,2025-08-04
BBOX,BLACK BOX LIMITED,7248.0,34.4,2025-08-04
BBTC,BOMBAY BURMAH TRADING COR,217132.0,3897.76,2025-08-04
BCLIND,BCL INDUSTRIES LIMITED,1950201.0,783.76,2025-08-04
BCONCEPTS,BRAND CONCEPTS LIMITED,5434.0,27.85,2025-08-04
BDL,BHARAT DYNAMICS LIMITED,2958160.0,48605.35,2025-08-04
BEARDSELL,BEARDSELL LIMITED,3965.0,1.27,2025-08-04
BECTORFOOD,MRS BECTORS FOOD SPE LTD,105798.0,1534.57,2025-08-04
BEDMUTHA,BEDMUTHA INDUST LTD,2439.0,3.93,2025-08-04
BEL,BHARAT ELECTRONICS LTD,22618851.0,78987.43,2025-08-04
BELRISE,BELRISE INDUSTRIES LTD,7279435.0,7906.13,2025-08-04
BEML,BEML LIMITED,901045.0,35712.67,2025-08-04
BEPL,BHANSALI ENG. POLYMERS LT,2419976.0,2857.22,2025-08-04
BERGEPAINT,BERGER PAINTS (I) LTD,293033.0,1552.42,2025-08-04
BESTAGRO,BEST AGROLIFE LIMITED,59545.0,301.99,2025-08-04
BFINVEST,BF INVESTMENT LIMITED,88461.0,457.52,2025-08-04
BFSI,MIRAEAMC - MAFSETF,1190379.0,305.28,2025-08-04
BFUTILITIE,BF UTILITIES LIMITED,396793.0,2968.03,2025-08-04
BGRENERGY,BGR ENERGY SYSTEMS LTD,11.0,0.01,2025-08-04
BHAGCHEM,BHAGIRADHA CHEM & INDS L,606729.0,1750.92,2025-08-04
BHAGERIA,BHAGERIA INDUSTRIES LTD,16286.0,30.07,2025-08-04
BHANDARI,BHANDARI HOSIERY EXP LTD,882209.0,45.71,2025-08-04
BHARATFORG,BHARAT FORGE LTD,1419877.0,17216.45,2025-08-04
BHARATGEAR,BHARAT GEARS LTD.,1078.0,1.06,2025-08-04
BHARATRAS,BHARAT RASAYAN LTD,8719.0,942.24,2025-08-04
BHARATWIRE,BHARAT WIRE ROPES LTD.,802390.0,1789.06,2025-08-04
BHARTIARTL,BHARTI AIRTEL LIMITED,834555.0,14544.29,2025-08-04
BHARTIHEXA,BHARTI HEXACOM LIMITED,111081.0,1819.2,2025-08-04
BHEL,BHEL,14452318.0,33936.51,2025-08-04
BIGBLOC,BIGBLOC CONSTRUCTION LTD,63787.0,68.46,2025-08-04
BIKAJI,BIKAJI FOODS INTERN LTD,347782.0,2514.32,2025-08-04
BIOCON,BIOCON LIMITED.,3285941.0,11476.88,2025-08-04
BIRLACABLE,BIRLA CABLE LIMITED,16883.0,27.55,2025-08-04
BIRLACORPN,BIRLA CORPORATION LTD,164875.0,2085.7,2025-08-04
BIRLAMONEY,ADITYA BIRLA MONEY LTD,11584.0,21.13,2025-08-04
BIRLANU,BIRLANU LIMITED,41968.0,949.99,2025-08-04
BLACKBUCK,ZINKA LOGISTICS SOL LTD,164531.0,692.31,2025-08-04
BLAL,BEML LAND ASSETS LIMITED,140031.0,303.92,2025-08-04
BLISSGVS,BLISS GVS PHARMA LTD,375448.0,583.41,2025-08-04
BLKASHYAP,B.L.KASHYAP & SON LTD,363648.0,284.47,2025-08-04
BLS,BLS INTL SERVS LTD,7338852.0,27174.34,2025-08-04
BLSE,BLS E-SERVICES LIMITED,39878.0,67.76,2025-08-04
BLUEDART,BLUE DART EXPRESS LTD,40679.0,2535.9,2025-08-04
BLUEJET,BLUE JET HEALTHCARE LTD,1236575.0,9576.14,2025-08-04
BLUESTARCO,BLUE STAR LIMITED,400895.0,6789.89,2025-08-04
BLUSPRING,BLUSPRING ENTERPRISES LTD,3000.0,2.7,2025-08-04
BODALCHEM,BODAL CHEMICALS LTD,1012638.0,753.36,2025-08-04
BOMDYEING,BOMBAY DYEING & MFG. CO L,6387020.0,10211.3,2025-08-04
BORANA,BORANA WEAVES LIMITED,65384.0,121.44,2025-08-04
BOROLTD,BOROSIL LIMITED,320960.0,1159.29,2025-08-04
BORORENEW,BOROSIL RENEWABLES LTD,706151.0,3906.88,2025-08-04
BOROSCI,BOROSIL SCIENTIFIC LTD,48920.0,84.93,2025-08-04
BOSCHLTD,BOSCH LIMITED,8746.0,2861.06,2025-08-04
BPCL,BHARAT PETROLEUM CORP  LT,3010147.0,9303.99,2025-08-04
BPL,BPL LTD,52469.0,44.91,2025-08-04
BRIGADE,BRIGADE ENTER. LTD,501477.0,5258.9,2025-08-04
BRITANNIA,BRITANNIA INDUSTRIES LTD,45318.0,2402.14,2025-08-04
BSE,BSE LIMITED,2635437.0,61235.07,2025-08-04
BSE500IETF,ICICIPRAMC - ICICI500,534479.0,197.61,2025-08-04
BSHSL,BOMBAY SUPER HYBRID SEEDS,13089.0,18.91,2025-08-04
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,46270.0,33.26,2025-08-04
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,384804.0,109.63,2025-08-04
BSLSENETFG,BIRLASLAMC - BSLSENETFG,1532.0,1.25,2025-08-04
BSOFT,BIRLASOFT LIMITED,5064113.0,22154.26,2025-08-04
BUTTERFLY,BTRFLY GANDHI APPL LTD,10086.0,70.57,2025-08-04
CAMLINFINE,CAMLIN FINE SCIENCES LTD,61053.0,130.19,2025-08-04
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,1179054.0,3289.06,2025-08-04
CAMS,COMPUTER AGE MNGT SER LTD,875027.0,33802.66,2025-08-04
CANBK,CANARA BANK,45136611.0,45764.35,2025-08-04
CANFINHOME,CAN FIN HOMES LTD,713690.0,5288.29,2025-08-04
CANTABIL,CANTABIL RETAIL LTD,636757.0,1698.96,2025-08-04
CAPACITE,CAPACITE INFRAPROJECT LTD,1668392.0,5682.28,2025-08-04
CAPITALSFB,CAPITAL SMALL FIN BANK L,95405.0,276.25,2025-08-04
CAPLIPOINT,CAPLIN POINT LAB LTD.,141479.0,2758.21,2025-08-04
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,393267.0,3873.06,2025-08-04
CARERATING,CARE RATINGS LIMITED,172547.0,3005.99,2025-08-04
CARRARO,CARRARO INDIA LIMITED,63322.0,291.9,2025-08-04
CARTRADE,CARTRADE TECH LIMITED,194239.0,3443.78,2025-08-04
CARYSIL,CARYSIL LIMITED,228163.0,1847.36,2025-08-04
CASHIETF,ICICIPRAMC - CASHIETF,3430.0,34.23,2025-08-04
CASTROLIND,CASTROL INDIA LIMITED,6874541.0,14205.63,2025-08-04
CCCL,CONS. CONST. CONSORT LTD,5240.0,1.04,2025-08-04
CCL,CCL PRODUCTS (I) LTD,191282.0,1528.45,2025-08-04
CDSL,CENTRAL DEPO SER (I) LTD,5419447.0,80031.51,2025-08-04
CEATLTD,CEAT LIMITED,147226.0,4857.78,2025-08-04
CEIGALL,CEIGALL INDIA LIMITED,427394.0,1134.41,2025-08-04
CELLO,CELLO WORLD LIMITED,428701.0,2553.76,2025-08-04
CENTENKA,CENTURY ENKA LTD,85034.0,480.55,2025-08-04
CENTEXT,CENTURY EXTRUSIONS LTD,2480.0,0.55,2025-08-04
CENTRALBK,CENTRAL BANK OF INDIA,42077470.0,16486.5,2025-08-04
CENTRUM,CENTRUM CAPITAL LIMITED,10766.0,4.5,2025-08-04
CENTUM,CENTUM ELECTRONICS LTD,27852.0,540.36,2025-08-04
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,86501.0,639.45,2025-08-04
CERA,CERA SANITARYWARE LTD,48717.0,2976.35,2025-08-04
CESC,CESC LTD,4637185.0,7359.45,2025-08-04
CEWATER,CONCORD ENVIRO SYSTEMS L,57960.0,317.77,2025-08-04
CGCL,CAPRI GLOBAL CAPITAL LTD,6613221.0,11244.29,2025-08-04
CGPOWER,CG POWER AND IND SOL LTD,4981065.0,31206.8,2025-08-04
CHALET,CHALET HOTELS LIMITED,298670.0,2518.5,2025-08-04
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,5704779.0,29205.79,2025-08-04
CHEMBOND,CHEMBOND MATERIALTECH LTD,473.0,2.99,2025-08-04
CHEMCON,CHEMCON SPECIAL CHEM LTD,142612.0,348.68,2025-08-04
CHEMFAB,CHEMFAB ALKALIS LIMITED,4628.0,27.96,2025-08-04
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,181880.0,814.15,2025-08-04
